Id,Values_Code,Values_Name,Values_Activity,Values_OperStartdate,Values_State,Date
Sistema,YGSC,YARIGUIES SOLAR S.A.S. E.S.P.,COMERCIALIZACIÓN,2022-03-25,INACTIVO,2026-08-20
Sistema,YGSG,YARIGUIES SOLAR S.A.S. E.S.P.,GENERACIÓN,2022-03-25,INACTIVO,2026-08-20
Sistema,SCEC,SOL & CIELO ENERGIA S.A.S. E.S.P,COMERCIALIZACIÓN,2022-03-23,OPERACION,2026-08-20
Sistema,ENDD,ENEL COLOMBIA SA ESP,DISTRIBUCIÓN,2022-03-16,OPERACION,2026-08-20
Sistema,ENDT,ENEL COLOMBIA SA ESP,TRANSPORTE,2022-03-16,INACTIVO,2026-08-20
Sistema,ESVC,EMPRESA SIGLO XXI EICE ESP,COMERCIALIZACIÓN,2022-03-10,OPERACION,2026-08-20
Sistema,ENDG,ENEL COLOMBIA SA ESP,GENERACIÓN,2022-03-03,OPERACION,2026-08-20
Sistema,ENDC,ENEL COLOMBIA SA ESP,COMERCIALIZACIÓN,2022-03-03,OPERACION,2026-08-20
Sistema,RTAC,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,COMERCIALIZACIÓN,2022-02-21,OPERACION,2026-08-20
Sistema,RTAG,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,GENERACIÓN,2022-02-21,OPERACION,2026-08-20
Sistema,ADCG,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,GENERACIÓN,2022-02-18,OPERACION,2026-08-20
Sistema,ADCC,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,COMERCIALIZACIÓN,2022-02-18,OPERACION,2026-08-20
Sistema,ESUG,ENERGIA DEL SUROESTE S.A. E.S.P.,GENERACIÓN,2022-02-15,OPERACION,2026-08-20
Sistema,DCLC,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,COMERCIALIZACIÓN,2022-02-09,OPERACION,2026-08-20
Sistema,CEOC,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,COMERCIALIZACIÓN,2022-01-25,OPERACION,2026-08-20
Sistema,CEOD,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,DISTRIBUCIÓN,2022-01-25,OPERACION,2026-08-20
Sistema,GPWC,GP ENERGY POWER S.A.S. ESP,COMERCIALIZACIÓN,2022-01-25,INACTIVO,2026-08-20
Sistema,SVCC,SVC ESP SAS ZOMAC,COMERCIALIZACIÓN,2022-01-24,INACTIVO,2026-08-20
Sistema,NRCC,ENERCO S.A. E.S.P.,COMERCIALIZACIÓN,2022-01-21,OPERACION,2026-08-20
Sistema,NRCG,ENERCO S.A. E.S.P.,GENERACIÓN,2022-01-21,OPERACION,2026-08-20
Sistema,ETTC,ENERTOTAL S.A. E.S.P.,COMERCIALIZACIÓN,2022-01-21,OPERACION,2026-08-20
Sistema,FARG,FOTOVOLTAICO ARRAYANES S.A.S. E.S.P.,GENERACIÓN,2022-01-21,OPERACION,2026-08-20
Sistema,ENUG,EMPRESA ENERSUA S.A.S. E.S.P.,GENERACIÓN,2021-12-28,INACTIVO,2026-08-20
Sistema,CTZG,CENTRAL HIDROELÉCTRICA TZ II S.A.S. E.S.P.,GENERACIÓN,2021-12-23,OPERACION,2026-08-20
Sistema,EEAD,ENERGÍA ELÉCTRICA DE LA COSTA ATLÁNTICA S.A. E.S.P,DISTRIBUCIÓN,2021-12-20,OPERACION,2026-08-20
Sistema,NEXC,NEXTGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-11-19,OPERACION,2026-08-20
Sistema,AAGG,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,GENERACIÓN,2021-11-12,OPERACION,2026-08-20
Sistema,AAGC,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-11-12,OPERACION,2026-08-20
Sistema,ERNC,ÉRGON ENERGY SAS ESP,COMERCIALIZACIÓN,2021-10-25,OPERACION,2026-08-20
Sistema,SAPT,SAMPI JPD S.A.S. E.S.P.,TRANSPORTE,2021-09-30,OPERACION,2026-08-20
Sistema,EMPC,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA,COMERCIALIZACIÓN,2021-09-27,OPERACION,2026-08-20
Sistema,BEIC,BEAM ENERGY INNOVATION S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-09-24,OPERACION,2026-08-20
Sistema,SENC,SOI ENERGIA S.A.S E.S.P.,COMERCIALIZACIÓN,2021-09-21,INACTIVO,2026-08-20
Sistema,JAEC,J.A. INFRAESTRUCTURA S.A.S E.S.P.,COMERCIALIZACIÓN,2021-08-25,INACTIVO,2026-08-20
Sistema,UNGC,UNERGY ENERGY DIGITAL S.A.S E.S.P,COMERCIALIZACIÓN,2021-08-17,OPERACION,2026-08-20
Sistema,GMMC,GAMMA POWER S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-08-12,INACTIVO,2026-08-20
Sistema,ERRG,ERCO GENERACION S.A.S. ESP,GENERACIÓN,2021-08-10,OPERACION,2026-08-20
Sistema,BDJG,BIOGAS COLOMBIA S.A.S. E.S.P,GENERACIÓN,2021-07-22,OPERACION,2026-08-20
Sistema,EDPD,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P.,DISTRIBUCIÓN,2021-06-24,OPERACION,2026-08-20
Sistema,ENNC,ENGIE COLOMBIA ENERGIA SAS ESP,COMERCIALIZACIÓN,2021-06-21,INACTIVO,2026-08-20
Sistema,PCEG,PROMOENERCOL COMERCIALIZADORA DE ENERGÍA S.A.S E.S.P,GENERACIÓN,2021-06-17,OPERACION,2026-08-20
Sistema,ATRC,ATRIA ENERGIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-06-11,INACTIVO,2026-08-20
Sistema,JRTC,EMPRESA PRESTADORA DE SERVICIOS PUBLICOS DE JIREH ENERGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-06-02,INACTIVO,2026-08-20
Sistema,PTTC,SOCIEDAD DE ECONOMIA MIXTA ALUMBRADO PUBLICO DE PITALITO S.A.S E.S.P,COMERCIALIZACIÓN,2021-05-28,OPERACION,2026-08-20
Sistema,CRQG,CARUQUIA SAS ESP,GENERACIÓN,2021-05-27,INACTIVO,2026-08-20
Sistema,TENC,TRANSACCIONES ENERGÉTICAS S.A.S. EMPRESA DE SERVICIOS PÚBLICOS E.S.P,COMERCIALIZACIÓN,2021-05-21,OPERACION,2026-08-20
Sistema,CERC,CEE ENERGY SAS ESP,COMERCIALIZACIÓN,2021-05-11,OPERACION,2026-08-20
Sistema,VITC,VITOL ENERGÍA SAS ESP,COMERCIALIZACIÓN,2021-05-06,INACTIVO,2026-08-20
Sistema,LMEC,LUMINA ENERGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-04-16,OPERACION,2026-08-20
Sistema,TCBG,TERMO CARIBE S.A.S. E.S.P.,GENERACIÓN,2021-04-07,OPERACION,2026-08-20
Sistema,TSUG,TERMO SOLO 1 SAS ESP,GENERACIÓN,2021-03-31,INACTIVO,2026-08-20
Sistema,ELIC,ENERGIA LIMPIA Y EFICIENTE S.A.S ESP,COMERCIALIZACIÓN,2021-02-26,OPERACION,2026-08-20
Sistema,TSOG,TERMO PUERTO SOLO SAS ESP,GENERACIÓN,2021-02-17,INACTIVO,2026-08-20
Sistema,ENVC,ENERVISA S.A.S E.S.P.,COMERCIALIZACIÓN,2021-02-04,OPERACION,2026-08-20
Sistema,CMMC,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,COMERCIALIZACIÓN,2021-01-13,OPERACION,2026-08-20
Sistema,CHZG,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,GENERACIÓN,2020-12-28,OPERACION,2026-08-20
Sistema,CVZC,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S.A. E.S.P.,COMERCIALIZACIÓN,2020-12-18,INACTIVO,2026-08-20
Sistema,GNYG,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,GENERACIÓN,2020-12-17,OPERACION,2026-08-20
Sistema,PCEC,PROMOENERCOL COMERCIALIZADORA DE ENERGÍA S.A.S E.S.P,COMERCIALIZACIÓN,2020-12-04,INACTIVO,2026-08-20
Sistema,DARC,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE CARMEN DEL DARIEN S.A E.S.P,COMERCIALIZACIÓN,2020-12-02,INACTIVO,2026-08-20
Sistema,TGEG,TECHNOELITE GREEN ENERGY S.A.S. E.S.P,GENERACIÓN,2020-11-26,OPERACION,2026-08-20
Sistema,UGAC,UNIGAS ENERGY S.A.S. EMPRESA DE SERVICIO PÚBLICO,COMERCIALIZACIÓN,2020-11-26,INACTIVO,2026-08-20
Sistema,EMRC,ELECTRIFICADORA DEL MUNICIPIO DE RIOSUCIO CHOCO S.A. E.S.P.,COMERCIALIZACIÓN,2020-11-24,OPERACION,2026-08-20
Sistema,HDTG,HIDROTOLIMA S.A. E.S.P.,GENERACIÓN,2020-11-24,OPERACION,2026-08-20
Sistema,HDTC,HIDROTOLIMA S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-11-24,INACTIVO,2026-08-20
Sistema,TGEC,TECHNOELITE GREEN ENERGY S.A.S. E.S.P,COMERCIALIZACIÓN,2020-11-04,OPERACION,2026-08-20
Sistema,GAPC,GAP ENERGY GROUP SAS ESP,COMERCIALIZACIÓN,2020-11-04,OPERACION,2026-08-20
Sistema,EXIC,ENERXIA COLOMBIA SAS ESP,COMERCIALIZACIÓN,2020-10-21,OPERACION,2026-08-20
Sistema,IAEC,IA ENERGÍA Y GESTIÓN S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-10-20,OPERACION,2026-08-20
Sistema,CSSC,AIR- E S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-10-13,OPERACION,2026-08-20
Sistema,CSSD,AIR- E S.A.S. E.S.P.,DISTRIBUCIÓN,2020-10-13,OPERACION,2026-08-20
Sistema,EGPG,ENEL GREEN POWER COLOMBIA S.A.S. E.S.P.,GENERACIÓN,2020-10-01,INACTIVO,2026-08-20
Sistema,GRNG,GENERADORA RIO NEGRO S.A.S. E.S.P.,GENERACIÓN,2020-09-25,INACTIVO,2026-08-20
Sistema,GCEG,GENERADORA COLOMBIANA DE ELECTRICIDAD S.A. E.S.P.,GENERACIÓN,2020-09-18,INACTIVO,2026-08-20
Sistema,PCYG,P.CH EL COCUYO SAS ESP,GENERACIÓN,2020-09-11,OPERACION,2026-08-20
Sistema,DCCC,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGÍA ELÉCTRICA DE EL CHARCO S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-09-10,INACTIVO,2026-08-20
Sistema,CMMD,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,DISTRIBUCIÓN,2020-09-04,OPERACION,2026-08-20
Sistema,PRIG,PROELECTRICA S.A.S E.S.P.,GENERACIÓN,2020-08-11,OPERACION,2026-08-20
Sistema,GNYC,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-08-11,OPERACION,2026-08-20
Sistema,PMGC,PLUS + EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GAS S.A.S.,COMERCIALIZACIÓN,2020-07-24,INACTIVO,2026-08-20
Sistema,EDNC,EDN COLOMBIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-07-04,INACTIVO,2026-08-20
Sistema,CBYC,CARBOENERGY SAS ESP,COMERCIALIZACIÓN,2020-07-02,OPERACION,2026-08-20
Sistema,EGHC,EMPRESA GENERADORA DE ENERGIA ELECTRICA DEL CHARCO S.A. E.S.P.,COMERCIALIZACIÓN,2020-07-01,INACTIVO,2026-08-20
Sistema,VESG,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,GENERACIÓN,2020-06-08,OPERACION,2026-08-20
Sistema,SEIC,SOLUCIONES ENERGETICAS INTEGRALES DEL PACIFICO S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-05-21,INACTIVO,2026-08-20
Sistema,EGIC,CENTRO DE OPERACIONES ENERGÉTICAS E.S.P. S.A.S.,COMERCIALIZACIÓN,2020-04-23,INACTIVO,2026-08-20
Sistema,GYEC,GAS Y ENERGÍA DE COLOMBIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-04-14,INACTIVO,2026-08-20
Sistema,EGTC,ENERGETICOS S.A.S E.S.P.,COMERCIALIZACIÓN,2020-03-10,OPERACION,2026-08-20
Sistema,PRYC,PROENERGY S.A.S.E.S.P.,COMERCIALIZACIÓN,2020-02-26,OPERACION,2026-08-20
Sistema,XTEC,XT ENERGÍA S.A.S. E.S.P.,COMERCIALIZACIÓN,2020-02-25,OPERACION,2026-08-20
Sistema,DEPG,DEPI ENERGY S.A.S. E.S.P.,GENERACIÓN,2020-02-24,OPERACION,2026-08-20
Sistema,ITCT,ISA INTERCOLOMBIA S.A. E.S.P.,TRANSPORTE,2020-01-10,OPERACION,2026-08-20
Sistema,TRFG,TRINA SOLAR GENERADOR COLOMBIA - SAN FELIPE S.A.S. E.S.P.,GENERACIÓN,2020-01-03,OPERACION,2026-08-20
Sistema,TRNG,TRINA SOLAR GENERADOR COLOMBIA - CAMPANO S.A.S. E.S.P.,GENERACIÓN,2020-01-03,OPERACION,2026-08-20
Sistema,TRGG,TRINA SOLAR GENERADOR COLOMBIA - CARTAGO S.A.S. E.S.P.,GENERACIÓN,2020-01-03,OPERACION,2026-08-20
Sistema,LESC,MESSER ENERGY SERVICES SAS ESP,COMERCIALIZACIÓN,2020-01-02,OPERACION,2026-08-20
Sistema,SFEG,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,GENERACIÓN,2019-12-27,OPERACION,2026-08-20
Sistema,HEMG,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,GENERACIÓN,2019-12-27,OPERACION,2026-08-20
Sistema,EPSC,CELSIA COLOMBIA S.A. E.S.P.,COMERCIALIZACIÓN,2019-12-19,OPERACION,2026-08-20
Sistema,EPSD,CELSIA COLOMBIA S.A. E.S.P.,DISTRIBUCIÓN,2019-12-19,OPERACION,2026-08-20
Sistema,EPST,CELSIA COLOMBIA S.A. E.S.P.,TRANSPORTE,2019-12-19,OPERACION,2026-08-20
Sistema,EPSG,CELSIA COLOMBIA S.A. E.S.P.,GENERACIÓN,2019-12-19,OPERACION,2026-08-20
Sistema,VESC,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,COMERCIALIZACIÓN,2019-12-19,OPERACION,2026-08-20
Sistema,NMRC,ENERMAS SAS ESP,COMERCIALIZACIÓN,2019-12-12,OPERACION,2026-08-20
Sistema,NEUC,NEU ENERGY S.A.S E.S.P,COMERCIALIZACIÓN,2019-12-03,OPERACION,2026-08-20
Sistema,ETNC,ENERGY TRANSTIONS S.A.S. E.S.P,COMERCIALIZACIÓN,2019-10-24,INACTIVO,2026-08-20
Sistema,JRDG,JULIA - RD S.A. E.S.P.,GENERACIÓN,2019-10-17,INACTIVO,2026-08-20
Sistema,DDEC,D2 ENERGIA S.A.S. ESP,COMERCIALIZACIÓN,2019-10-11,INACTIVO,2026-08-20
Sistema,SVCG,SVC ESP SAS ZOMAC,GENERACIÓN,2019-09-12,OPERACION,2026-08-20
Sistema,ELCC,EMPRESA COMERCIALIZADORA DE ENERGÍA ELÉCTRICA DE LA COSTA,COMERCIALIZACIÓN,2019-09-05,INACTIVO,2026-08-20
Sistema,ESOD,EMPRESA DE SERVICIOS PÚBLICOS DEL OCCIDENTE COLOMBIANO,DISTRIBUCIÓN,2019-08-05,INACTIVO,2026-08-20
Sistema,BEAC,BEAM ENERGY S.A.S E.S.P.,COMERCIALIZACIÓN,2019-07-15,INACTIVO,2026-08-20
Sistema,PEEG,PROFESIONALES EN ENERGIA S.A. E.S.P.,GENERACIÓN,2019-06-27,INACTIVO,2026-08-20
Sistema,SOUC,SOUL ENERGY SAS ESP,COMERCIALIZACIÓN,2019-06-26,OPERACION,2026-08-20
Sistema,NGPC,EMPRESA DE ENERGIA DE GUAPI S.A. E.S.P.,COMERCIALIZACIÓN,2019-05-29,INACTIVO,2026-08-20
Sistema,EGEG,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,GENERACIÓN,2019-05-20,OPERACION,2026-08-20
Sistema,EPIC,CELSIA TOLIMA S.A. E.S.P.,COMERCIALIZACIÓN,2019-05-13,INACTIVO,2026-08-20
Sistema,EPID,CELSIA TOLIMA S.A. E.S.P.,DISTRIBUCIÓN,2019-05-13,INACTIVO,2026-08-20
Sistema,HBCG,HIDROELECTRICA BARRANCAS SAS ESP,GENERACIÓN,2019-03-18,OPERACION,2026-08-20
Sistema,EONC,EON ENERGY SAS ESP,COMERCIALIZACIÓN,2019-01-31,INACTIVO,2026-08-20
Sistema,EERD,EMPRESA ELECTRICA REGIONAL SAS ESP,DISTRIBUCIÓN,2018-12-11,OPERACION,2026-08-20
Sistema,VICC,EMPRESA DE ENERGÍA ELÉCTRICA DEL DEPARTAMENTO DEL VICHADA,COMERCIALIZACIÓN,2018-12-06,OPERACION,2026-08-20
Sistema,ESOC,EMPRESA DE SERVICIOS PÚBLICOS DEL OCCIDENTE COLOMBIANO,COMERCIALIZACIÓN,2018-11-23,OPERACION,2026-08-20
Sistema,CBNC,COLOMBINA ENERGIA SAS ESP,COMERCIALIZACIÓN,2018-11-19,OPERACION,2026-08-20
Sistema,GALC,GENERADORA ALEJANDRIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-11-01,INACTIVO,2026-08-20
Sistema,SFEC,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-10-09,OPERACION,2026-08-20
Sistema,PLSC,PLUSENERGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-08-30,OPERACION,2026-08-20
Sistema,QIEC,QI ENERGY S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-08-22,OPERACION,2026-08-20
Sistema,CNGD,CEN ENERGY S.A.S. E.S.P.,DISTRIBUCIÓN,2018-07-18,OPERACION,2026-08-20
Sistema,CHSC,CH SAN MIGUEL S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-07-10,INACTIVO,2026-08-20
Sistema,EGPC,ENEL GREEN POWER COLOMBIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-06-27,INACTIVO,2026-08-20
Sistema,ECTC,ECOPETROL ENERGÍA S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-06-25,OPERACION,2026-08-20
Sistema,ABAC,AURES BAJO S.A.S. E.S.P.,COMERCIALIZACIÓN,2018-06-13,OPERACION,2026-08-20
Sistema,GPEC,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,COMERCIALIZACIÓN,2018-06-05,OPERACION,2026-08-20
Sistema,ABAG,AURES BAJO S.A.S. E.S.P.,GENERACIÓN,2018-05-18,OPERACION,2026-08-20
Sistema,EEBD,GRUPO ENERGIA BOGOTA SA ESP,DISTRIBUCIÓN,2018-04-06,OPERACION,2026-08-20
Sistema,EEBT,GRUPO ENERGIA BOGOTA SA ESP,TRANSPORTE,2018-04-06,OPERACION,2026-08-20
Sistema,JRDC,JULIA - RD S.A. E.S.P.,COMERCIALIZACIÓN,2018-03-15,OPERACION,2026-08-20
Sistema,ECGC,EMPRESA PRESTADORA DE SERVICIOS ECO LOGICA  S.A.S E.S.P.,COMERCIALIZACIÓN,2018-02-07,INACTIVO,2026-08-20
Sistema,GCYG,GENERADORA CANTAYÚS S.A.S E.S.P,GENERACIÓN,2017-11-10,OPERACION,2026-08-20
Sistema,GDEG,GENERACIÓN DE ENERGÍA S.A.S. E.S.P.,GENERACIÓN,2017-07-26,INACTIVO,2026-08-20
Sistema,LCSG,LA CASCADA S.A.S. E.S.P.,GENERACIÓN,2017-07-19,INACTIVO,2026-08-20
Sistema,GPEG,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,GENERACIÓN,2017-06-16,OPERACION,2026-08-20
Sistema,RPEC,RIOPAILA ENERGÍA S.A.S. E.S.P.,COMERCIALIZACIÓN,2017-05-25,OPERACION,2026-08-20
Sistema,RPEG,RIOPAILA ENERGÍA S.A.S. E.S.P.,GENERACIÓN,2017-05-25,OPERACION,2026-08-20
Sistema,SOEC,SOUTH32 ENERGY S.A.S E.S.P,COMERCIALIZACIÓN,2017-04-19,OPERACION,2026-08-20
Sistema,GDCC,GENDECAR S.A E.S.P,COMERCIALIZACIÓN,2017-04-11,INACTIVO,2026-08-20
Sistema,VPIC,VP INGENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2017-03-09,INACTIVO,2026-08-20
Sistema,AESC,AGENTE EXPERTO EN SERVICIOS PÚBLICOS S.A.S E.S.P,COMERCIALIZACIÓN,2017-03-06,OPERACION,2026-08-20
Sistema,MJCC,MARERSA JEK COLOMBIA SAS ESP,COMERCIALIZACIÓN,2017-02-01,INACTIVO,2026-08-20
Sistema,TMNG,TERMONORTE S.A.S. E.S.P.,GENERACIÓN,2017-01-06,OPERACION,2026-08-20
Sistema,TECD,TRANSPORTADORA ELECTRICA DEL CARIBE S.A.S. E.S.P.,DISTRIBUCIÓN,2016-12-20,OPERACION,2026-08-20
Sistema,DEST,DESARROLLO ELÉCTRICO SURIA S.A.S. E.S.P.,TRANSPORTE,2016-12-20,OPERACION,2026-08-20
Sistema,AMZC,AGUAS DE MANIZALES SA ESP,COMERCIALIZACIÓN,2016-11-16,INACTIVO,2026-08-20
Sistema,EDIC,ELECTRIFICADORA DEL CARIBE S.A. E.S.P,COMERCIALIZACIÓN,2016-11-15,OPERACION,2026-08-20
Sistema,EDID,ELECTRIFICADORA DEL CARIBE S.A. E.S.P,DISTRIBUCIÓN,2016-11-15,INACTIVO,2026-08-20
Sistema,CNAD,CONELCA S.A.S. E.S.P.,DISTRIBUCIÓN,2016-08-25,OPERACION,2026-08-20
Sistema,CCGG,CCG ENERGY S.A.S. E.S.P.,GENERACIÓN,2016-08-25,INACTIVO,2026-08-20
Sistema,SMTC,SMARTEN S.A.S. E.S.P.,COMERCIALIZACIÓN,2016-08-24,OPERACION,2026-08-20
Sistema,CTSD,COMPAÑIA ENERGETICA DEL TOLIMA S.A. E.S.P.,DISTRIBUCIÓN,2016-06-14,INACTIVO,2026-08-20
Sistema,CTSC,COMPAÑIA ENERGETICA DEL TOLIMA S.A. E.S.P.,COMERCIALIZACIÓN,2016-06-14,INACTIVO,2026-08-20
Sistema,GALG,GENERADORA ALEJANDRIA S.A.S. E.S.P.,GENERACIÓN,2016-05-19,OPERACION,2026-08-20
Sistema,TRUC,TERMO RUBIALES S.A. E.S.P.,COMERCIALIZACIÓN,2016-04-04,INACTIVO,2026-08-20
Sistema,FREC,FRANCA ENERGIA SA ESP,COMERCIALIZACIÓN,2016-03-31,OPERACION,2026-08-20
Sistema,GLMG,GENERADORA LUZMA S.A. E.S.P.,GENERACIÓN,2016-03-30,INACTIVO,2026-08-20
Sistema,EDNG,EDN COLOMBIA S.A.S. E.S.P.,GENERACIÓN,2016-03-23,OPERACION,2026-08-20
Sistema,CEEG,CENTRAL HIDROELÉCTRICA EL EDÉN S.A.S. E.S.P.,GENERACIÓN,2016-03-15,INACTIVO,2026-08-20
Sistema,INNC,INDUSTRIA DE ENERGÍA COLOMBIANA S.A.S. E.S.P.,COMERCIALIZACIÓN,2016-03-10,INACTIVO,2026-08-20
Sistema,AMPC,AMPERIA S.A. E.S.P.,COMERCIALIZACIÓN,2016-03-08,OPERACION,2026-08-20
Sistema,AXEG,AXIA ENERGIA S.A.S. E.S.P.,GENERACIÓN,2016-02-29,OPERACION,2026-08-20
Sistema,AXEC,AXIA ENERGIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2016-02-29,INACTIVO,2026-08-20
Sistema,TPRT,TUPROJECT S.A.S E.S.P.,TRANSPORTE,2016-02-01,INACTIVO,2026-08-20
Sistema,ACEC,ASELCA COMERCIALIZADORA DE ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2015-12-29,INACTIVO,2026-08-20
Sistema,ACEG,ASELCA COMERCIALIZADORA DE ENERGIA S.A. E.S.P.,GENERACIÓN,2015-12-29,INACTIVO,2026-08-20
Sistema,GCMG,GENERCOMERCIAL S.A.S E.S.P,GENERACIÓN,2015-12-17,OPERACION,2026-08-20
Sistema,TPLC,TERPEL ENERGÍA S.A.S. E.S.P.,COMERCIALIZACIÓN,2015-11-27,OPERACION,2026-08-20
Sistema,TCDG,TERMOCANDELARIA S.C.A.- E.S.P.,GENERACIÓN,2015-11-21,INACTIVO,2026-08-20
Sistema,GSAG,GENERSA S.A.S. E.S.P.,GENERACIÓN,2015-10-13,OPERACION,2026-08-20
Sistema,HCCC,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2015-10-05,INACTIVO,2026-08-20
Sistema,HCCG,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,GENERACIÓN,2015-09-16,OPERACION,2026-08-20
Sistema,SAFC,"INVERSIONES, SUMINISTROS  Y SERVICIOS SAFEANA S.A.S. E.S.P.",COMERCIALIZACIÓN,2015-09-07,INACTIVO,2026-08-20
Sistema,ENGG,ENERGETICA S.A. E.S.P.,GENERACIÓN,2015-06-24,OPERACION,2026-08-20
Sistema,GCMC,GENERCOMERCIAL S.A.S E.S.P,COMERCIALIZACIÓN,2015-05-05,INACTIVO,2026-08-20
Sistema,HDPG,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,GENERACIÓN,2015-04-20,OPERACION,2026-08-20
Sistema,CMXG,CEMEX ENERGY S.A.S E.S.P.,GENERACIÓN,2014-10-23,OPERACION,2026-08-20
Sistema,CMXC,CEMEX ENERGY S.A.S E.S.P.,COMERCIALIZACIÓN,2014-10-23,OPERACION,2026-08-20
Sistema,SREG,SURENERGY S.A.S. E.S.P.,GENERACIÓN,2014-10-17,INACTIVO,2026-08-20
Sistema,IACG,IAC ENERGY S.A.S. E.S.P.,GENERACIÓN,2014-10-09,OPERACION,2026-08-20
Sistema,HZEG,HZ ENERGY S.A.S. E.S.P.,GENERACIÓN,2014-07-04,OPERACION,2026-08-20
Sistema,ESPC,EMPRESA DE SERVICIOS PUBLICOS DE SANTANDER S.A E.S.P,COMERCIALIZACIÓN,2014-03-26,OPERACION,2026-08-20
Sistema,RQEC,ENERGIA Y AGUA S.A.S. E.S.P.,COMERCIALIZACIÓN,2014-02-05,OPERACION,2026-08-20
Sistema,SCCC,SERVICIOS CONVERGENTES DE COLOMBIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2013-11-19,INACTIVO,2026-08-20
Sistema,ENID,EMPRESA DE ENERGÍA DE ARAUCA E.S.P.,DISTRIBUCIÓN,2013-03-21,OPERACION,2026-08-20
Sistema,ENIC,EMPRESA DE ENERGÍA DE ARAUCA E.S.P.,COMERCIALIZACIÓN,2013-03-21,OPERACION,2026-08-20
Sistema,MCHC,MC2 HIDROMARMATO S.A.S. E.S.P.,COMERCIALIZACIÓN,2013-03-13,INACTIVO,2026-08-20
Sistema,CMPC,MUNICIPIO DE CAMPAMENTO,COMERCIALIZACIÓN,2013-02-01,INACTIVO,2026-08-20
Sistema,RENC,RISARALDA ENERGIA S.A.S. E.S.P.,COMERCIALIZACIÓN,2013-01-25,INACTIVO,2026-08-20
Sistema,GEEC,GENERAMOS ENERGIA S.A. E.S.P.,COMERCIALIZACIÓN,2012-12-03,INACTIVO,2026-08-20
Sistema,ECRC,ENERGÍA CORPORATIVA S.A.S E.S.P,COMERCIALIZACIÓN,2012-08-29,INACTIVO,2026-08-20
